"id"	"value"	"datatype_id"	"device_id"	"time"
"72"	"27000"	"1"	"1"	"19/5/2020 01:10:00"
"73"	"27000"	"1"	"1"	"19/5/2020 01:10:16"
"74"	"27000"	"1"	"1"	"19/5/2020 01:10:32"
"75"	"27000"	"1"	"1"	"19/5/2020 01:10:47"
"76"	"27000"	"1"	"1"	"19/5/2020 01:11:04"
"77"	"27000"	"1"	"1"	"19/5/2020 01:11:20"
"78"	"27000"	"1"	"1"	"19/5/2020 01:11:36"
"79"	"27000"	"1"	"1"	"19/5/2020 01:11:52"
"80"	"27000"	"1"	"1"	"19/5/2020 01:12:08"
"81"	"27000"	"1"	"1"	"19/5/2020 01:12:24"
"82"	"27062"	"1"	"1"	"19/5/2020 01:12:39"
"83"	"27062"	"1"	"1"	"19/5/2020 01:12:55"
"84"	"27062"	"1"	"1"	"19/5/2020 01:13:11"
"85"	"27062"	"1"	"1"	"19/5/2020 01:13:27"
"86"	"27062"	"1"	"1"	"19/5/2020 01:13:43"
"87"	"27062"	"1"	"1"	"19/5/2020 01:13:59"
"88"	"27062"	"1"	"1"	"19/5/2020 01:14:15"
"89"	"27062"	"1"	"1"	"19/5/2020 01:14:30"
"90"	"27062"	"1"	"1"	"19/5/2020 01:14:46"
"91"	"27062"	"1"	"1"	"19/5/2020 01:15:02"
"92"	"27062"	"1"	"1"	"19/5/2020 01:15:18"
"93"	"27062"	"1"	"1"	"19/5/2020 01:15:34"
"94"	"27062"	"1"	"1"	"19/5/2020 01:15:50"
"95"	"27062"	"1"	"1"	"19/5/2020 01:16:07"
"96"	"27062"	"1"	"1"	"19/5/2020 01:16:22"
"97"	"27062"	"1"	"1"	"19/5/2020 01:16:39"
"98"	"27062"	"1"	"1"	"19/5/2020 01:16:54"
"99"	"27062"	"1"	"1"	"19/5/2020 01:17:10"
"100"	"27062"	"1"	"1"	"19/5/2020 01:17:26"
"101"	"27062"	"1"	"1"	"19/5/2020 01:17:42"
"102"	"27062"	"1"	"1"	"19/5/2020 01:17:58"
"103"	"27062"	"1"	"1"	"19/5/2020 01:18:14"
"104"	"27062"	"1"	"1"	"19/5/2020 01:18:30"
"105"	"27062"	"1"	"1"	"19/5/2020 01:18:46"
"106"	"27062"	"1"	"1"	"19/5/2020 01:19:02"
"107"	"27062"	"1"	"1"	"19/5/2020 01:19:18"
"108"	"27062"	"1"	"1"	"19/5/2020 01:19:33"
"109"	"27062"	"1"	"1"	"19/5/2020 01:19:49"
"110"	"27062"	"1"	"1"	"19/5/2020 01:20:05"
"111"	"27062"	"1"	"1"	"19/5/2020 01:20:21"
"112"	"27062"	"1"	"1"	"19/5/2020 01:20:37"
"113"	"27062"	"1"	"1"	"19/5/2020 01:20:53"
"114"	"27062"	"1"	"1"	"19/5/2020 01:21:09"
"115"	"27062"	"1"	"1"	"19/5/2020 01:21:25"
"116"	"27062"	"1"	"1"	"19/5/2020 01:21:40"
"117"	"27062"	"1"	"1"	"19/5/2020 01:21:56"
"118"	"27062"	"1"	"1"	"19/5/2020 01:22:12"
"119"	"27062"	"1"	"1"	"19/5/2020 01:22:29"
"120"	"27062"	"1"	"1"	"19/5/2020 01:22:45"
"121"	"27125"	"1"	"1"	"19/5/2020 01:23:01"
"122"	"27125"	"1"	"1"	"19/5/2020 01:23:16"
"123"	"27125"	"1"	"1"	"19/5/2020 01:23:33"
"124"	"27187"	"1"	"1"	"19/5/2020 01:23:49"
"125"	"27250"	"1"	"1"	"19/5/2020 01:24:04"
"126"	"27250"	"1"	"1"	"19/5/2020 01:24:20"
"127"	"27250"	"1"	"1"	"19/5/2020 01:24:36"
"128"	"27250"	"1"	"1"	"19/5/2020 01:24:52"
"129"	"27312"	"1"	"1"	"19/5/2020 01:25:08"
"130"	"27312"	"1"	"1"	"19/5/2020 01:25:24"
"131"	"27312"	"1"	"1"	"19/5/2020 01:25:40"
"132"	"27312"	"1"	"1"	"19/5/2020 01:25:56"
"133"	"27375"	"1"	"1"	"19/5/2020 01:26:12"
"134"	"27312"	"1"	"1"	"19/5/2020 01:26:27"
"135"	"27375"	"1"	"1"	"19/5/2020 01:26:43"
"136"	"27375"	"1"	"1"	"19/5/2020 01:26:59"
"137"	"27375"	"1"	"1"	"19/5/2020 01:27:15"
"138"	"27375"	"1"	"1"	"19/5/2020 01:27:32"
"139"	"27375"	"1"	"1"	"19/5/2020 01:27:47"
"140"	"27437"	"1"	"1"	"19/5/2020 01:28:03"
"141"	"27437"	"1"	"1"	"19/5/2020 01:28:19"
"142"	"27437"	"1"	"1"	"19/5/2020 01:28:35"
"143"	"27437"	"1"	"1"	"19/5/2020 01:28:51"
"144"	"27437"	"1"	"1"	"19/5/2020 01:29:08"
"145"	"27437"	"1"	"1"	"19/5/2020 01:29:22"
"146"	"27437"	"1"	"1"	"19/5/2020 01:29:38"
"147"	"27437"	"1"	"1"	"19/5/2020 01:29:55"
"148"	"27437"	"1"	"1"	"19/5/2020 01:30:11"
"149"	"27437"	"1"	"1"	"19/5/2020 01:30:27"
"150"	"27437"	"1"	"1"	"19/5/2020 01:30:42"
"151"	"27437"	"1"	"1"	"19/5/2020 01:30:58"
"152"	"27437"	"1"	"1"	"19/5/2020 01:31:14"
"153"	"27437"	"1"	"1"	"19/5/2020 01:31:30"
"154"	"27437"	"1"	"1"	"19/5/2020 01:31:46"
"155"	"27500"	"1"	"1"	"19/5/2020 01:32:02"
"156"	"27500"	"1"	"1"	"19/5/2020 01:32:17"
"157"	"27500"	"1"	"1"	"19/5/2020 01:32:33"
"158"	"27500"	"1"	"1"	"19/5/2020 01:32:49"
"159"	"27500"	"1"	"1"	"19/5/2020 01:33:06"
"160"	"27500"	"1"	"1"	"19/5/2020 01:33:21"
"161"	"27500"	"1"	"1"	"19/5/2020 01:33:37"
"162"	"27500"	"1"	"1"	"19/5/2020 01:33:53"
"163"	"27500"	"1"	"1"	"19/5/2020 01:34:10"
"164"	"27500"	"1"	"1"	"19/5/2020 01:34:25"
"165"	"27500"	"1"	"1"	"19/5/2020 01:34:41"
"166"	"27500"	"1"	"1"	"19/5/2020 01:34:56"
"167"	"27500"	"1"	"1"	"19/5/2020 01:35:12"
"168"	"27500"	"1"	"1"	"19/5/2020 01:35:29"
"169"	"27500"	"1"	"1"	"19/5/2020 01:35:45"
"170"	"27500"	"1"	"1"	"19/5/2020 01:36:01"
"171"	"27500"	"1"	"1"	"19/5/2020 01:36:16"
"172"	"27500"	"1"	"1"	"19/5/2020 01:36:32"
"173"	"27500"	"1"	"1"	"19/5/2020 01:36:48"
"174"	"27500"	"1"	"1"	"19/5/2020 01:37:04"
"175"	"27500"	"1"	"1"	"19/5/2020 01:37:20"
"176"	"27500"	"1"	"1"	"19/5/2020 01:37:36"
"177"	"27500"	"1"	"1"	"19/5/2020 01:37:52"
"178"	"27500"	"1"	"1"	"19/5/2020 01:38:08"
"179"	"27500"	"1"	"1"	"19/5/2020 01:38:24"
"180"	"27500"	"1"	"1"	"19/5/2020 01:38:40"
"181"	"27500"	"1"	"1"	"19/5/2020 01:38:56"
"182"	"27500"	"1"	"1"	"19/5/2020 01:39:12"
"183"	"27500"	"1"	"1"	"19/5/2020 01:39:27"
"184"	"27437"	"1"	"1"	"19/5/2020 01:39:43"
"185"	"27437"	"1"	"1"	"19/5/2020 01:39:59"
"186"	"27437"	"1"	"1"	"19/5/2020 01:40:15"
"187"	"27437"	"1"	"1"	"19/5/2020 01:40:31"
"188"	"27437"	"1"	"1"	"19/5/2020 01:40:46"
"189"	"27437"	"1"	"1"	"19/5/2020 01:41:02"
"190"	"27437"	"1"	"1"	"19/5/2020 01:41:19"
"191"	"27437"	"1"	"1"	"19/5/2020 01:41:34"
"192"	"27437"	"1"	"1"	"19/5/2020 01:41:51"
"193"	"27437"	"1"	"1"	"19/5/2020 01:42:07"
"194"	"27437"	"1"	"1"	"19/5/2020 01:42:23"
"195"	"27437"	"1"	"1"	"19/5/2020 01:42:39"
"196"	"27437"	"1"	"1"	"19/5/2020 01:42:54"
"197"	"27437"	"1"	"1"	"19/5/2020 01:43:10"
"198"	"27375"	"1"	"1"	"19/5/2020 01:43:26"
"199"	"27437"	"1"	"1"	"19/5/2020 01:43:42"
"200"	"27437"	"1"	"1"	"19/5/2020 01:43:59"
"201"	"27375"	"1"	"1"	"19/5/2020 01:44:14"
"202"	"27437"	"1"	"1"	"19/5/2020 01:44:30"
"203"	"27437"	"1"	"1"	"19/5/2020 01:44:46"
"204"	"27375"	"1"	"1"	"19/5/2020 01:45:02"
"205"	"27375"	"1"	"1"	"19/5/2020 01:45:17"
"206"	"27437"	"1"	"1"	"19/5/2020 01:45:33"
"207"	"27437"	"1"	"1"	"19/5/2020 01:45:50"
"208"	"27437"	"1"	"1"	"19/5/2020 01:46:06"
"209"	"27437"	"1"	"1"	"19/5/2020 01:46:21"
"210"	"27437"	"1"	"1"	"19/5/2020 01:46:38"
"211"	"27437"	"1"	"1"	"19/5/2020 01:46:53"
"212"	"27437"	"1"	"1"	"19/5/2020 01:47:09"
"213"	"27437"	"1"	"1"	"19/5/2020 01:47:25"
"214"	"27437"	"1"	"1"	"19/5/2020 01:47:41"
"215"	"27437"	"1"	"1"	"19/5/2020 01:47:57"
"216"	"27437"	"1"	"1"	"19/5/2020 01:48:13"
"217"	"27437"	"1"	"1"	"19/5/2020 01:48:29"
"218"	"27437"	"1"	"1"	"19/5/2020 01:48:45"
"219"	"27437"	"1"	"1"	"19/5/2020 01:49:01"
"220"	"27437"	"1"	"1"	"19/5/2020 01:49:16"
"221"	"27437"	"1"	"1"	"19/5/2020 01:49:32"
"222"	"27437"	"1"	"1"	"19/5/2020 01:49:48"
"223"	"27437"	"1"	"1"	"19/5/2020 01:50:04"
"224"	"27437"	"1"	"1"	"19/5/2020 01:50:20"
"225"	"27437"	"1"	"1"	"19/5/2020 01:50:36"
"226"	"27437"	"1"	"1"	"19/5/2020 01:50:52"
"227"	"27437"	"1"	"1"	"19/5/2020 01:51:08"
"228"	"27437"	"1"	"1"	"19/5/2020 01:51:23"
"229"	"27437"	"1"	"1"	"19/5/2020 01:51:39"
"230"	"27437"	"1"	"1"	"19/5/2020 01:51:56"
"231"	"27437"	"1"	"1"	"19/5/2020 01:52:12"
"232"	"27437"	"1"	"1"	"19/5/2020 01:52:28"
"233"	"27437"	"1"	"1"	"19/5/2020 01:52:43"
"234"	"27437"	"1"	"1"	"19/5/2020 01:53:00"
"235"	"27437"	"1"	"1"	"19/5/2020 01:53:15"
"236"	"27437"	"1"	"1"	"19/5/2020 01:53:31"
"237"	"27437"	"1"	"1"	"19/5/2020 01:53:47"
"238"	"27437"	"1"	"1"	"19/5/2020 01:54:03"
"239"	"27437"	"1"	"1"	"19/5/2020 01:54:19"
"240"	"27437"	"1"	"1"	"19/5/2020 01:54:35"
"241"	"27437"	"1"	"1"	"19/5/2020 01:54:51"
"242"	"27437"	"1"	"1"	"19/5/2020 01:55:07"
"243"	"27437"	"1"	"1"	"19/5/2020 01:55:22"
"244"	"27437"	"1"	"1"	"19/5/2020 01:55:38"
"245"	"27437"	"1"	"1"	"19/5/2020 01:55:54"
"246"	"27437"	"1"	"1"	"19/5/2020 01:56:10"
"247"	"27437"	"1"	"1"	"19/5/2020 01:56:26"
"248"	"27437"	"1"	"1"	"19/5/2020 01:56:42"
"249"	"27437"	"1"	"1"	"19/5/2020 01:56:58"
"250"	"27437"	"1"	"1"	"19/5/2020 01:57:14"
"251"	"27375"	"1"	"1"	"19/5/2020 01:57:30"
"252"	"27375"	"1"	"1"	"19/5/2020 01:57:46"
"253"	"27375"	"1"	"1"	"19/5/2020 01:58:02"
"254"	"27375"	"1"	"1"	"19/5/2020 01:58:17"
"255"	"27375"	"1"	"1"	"19/5/2020 01:58:34"
"256"	"27375"	"1"	"1"	"19/5/2020 01:58:50"
"257"	"27375"	"1"	"1"	"19/5/2020 01:59:05"
"258"	"27375"	"1"	"1"	"19/5/2020 01:59:22"
"259"	"27375"	"1"	"1"	"19/5/2020 01:59:37"
"260"	"27375"	"1"	"1"	"19/5/2020 01:59:53"
"261"	"27375"	"1"	"1"	"19/5/2020 02:00:09"
"262"	"27375"	"1"	"1"	"19/5/2020 02:00:26"
"263"	"27375"	"1"	"1"	"19/5/2020 02:00:41"
"264"	"27375"	"1"	"1"	"19/5/2020 02:00:57"
"265"	"27375"	"1"	"1"	"19/5/2020 02:01:13"
"266"	"27375"	"1"	"1"	"19/5/2020 02:01:29"
"267"	"27375"	"1"	"1"	"19/5/2020 02:01:44"
"268"	"27375"	"1"	"1"	"19/5/2020 02:02:00"
"269"	"27375"	"1"	"1"	"19/5/2020 02:02:16"
"270"	"27375"	"1"	"1"	"19/5/2020 02:02:32"
"271"	"27375"	"1"	"1"	"19/5/2020 02:02:49"
"272"	"27375"	"1"	"1"	"19/5/2020 02:03:04"
"273"	"27375"	"1"	"1"	"19/5/2020 02:03:20"
"274"	"27375"	"1"	"1"	"19/5/2020 02:03:36"
"275"	"27375"	"1"	"1"	"19/5/2020 02:03:52"
"276"	"27375"	"1"	"1"	"19/5/2020 02:04:08"
"277"	"27375"	"1"	"1"	"19/5/2020 02:04:24"
"278"	"27375"	"1"	"1"	"19/5/2020 02:04:39"
"279"	"27437"	"1"	"1"	"19/5/2020 02:04:55"
"280"	"27375"	"1"	"1"	"19/5/2020 02:05:12"
"281"	"27375"	"1"	"1"	"19/5/2020 02:05:28"
"282"	"27437"	"1"	"1"	"19/5/2020 02:05:44"
"283"	"27437"	"1"	"1"	"19/5/2020 02:05:59"
"284"	"27437"	"1"	"1"	"19/5/2020 02:06:15"
"285"	"27437"	"1"	"1"	"19/5/2020 02:06:31"
"286"	"27437"	"1"	"1"	"19/5/2020 02:06:47"
"287"	"27437"	"1"	"1"	"19/5/2020 02:07:03"
"288"	"27437"	"1"	"1"	"19/5/2020 02:07:19"
"289"	"27437"	"1"	"1"	"19/5/2020 02:07:35"
"290"	"27437"	"1"	"1"	"19/5/2020 02:07:51"
"291"	"27437"	"1"	"1"	"19/5/2020 02:08:06"
"292"	"27437"	"1"	"1"	"19/5/2020 02:08:23"
"293"	"27437"	"1"	"1"	"19/5/2020 02:08:39"
"294"	"27500"	"1"	"1"	"19/5/2020 02:08:55"
"295"	"27500"	"1"	"1"	"19/5/2020 02:09:11"
"296"	"27500"	"1"	"1"	"19/5/2020 02:09:26"
"297"	"27500"	"1"	"1"	"19/5/2020 02:09:43"
"298"	"27500"	"1"	"1"	"19/5/2020 02:09:58"
"299"	"27500"	"1"	"1"	"19/5/2020 02:10:13"
"300"	"27500"	"1"	"1"	"19/5/2020 02:10:30"
"301"	"27500"	"1"	"1"	"19/5/2020 02:10:46"
"302"	"27500"	"1"	"1"	"19/5/2020 02:11:02"
"303"	"27500"	"1"	"1"	"19/5/2020 02:11:18"
"304"	"27500"	"1"	"1"	"19/5/2020 02:11:34"
"305"	"27500"	"1"	"1"	"19/5/2020 02:11:50"
"306"	"27500"	"1"	"1"	"19/5/2020 02:12:06"
"307"	"27500"	"1"	"1"	"19/5/2020 02:12:21"
"308"	"27500"	"1"	"1"	"19/5/2020 02:12:37"
"309"	"27500"	"1"	"1"	"19/5/2020 02:12:53"
"310"	"27500"	"1"	"1"	"19/5/2020 02:13:09"
"311"	"27500"	"1"	"1"	"19/5/2020 02:13:25"
"312"	"27500"	"1"	"1"	"19/5/2020 02:13:41"
"313"	"27500"	"1"	"1"	"19/5/2020 02:13:57"
"314"	"27500"	"1"	"1"	"19/5/2020 02:14:14"
"315"	"27500"	"1"	"1"	"19/5/2020 02:14:29"
"316"	"27500"	"1"	"1"	"19/5/2020 02:14:45"
"317"	"27500"	"1"	"1"	"19/5/2020 02:15:01"
"318"	"27500"	"1"	"1"	"19/5/2020 02:15:17"
"319"	"27500"	"1"	"1"	"19/5/2020 02:15:32"
"320"	"27500"	"1"	"1"	"19/5/2020 02:15:48"
"321"	"27500"	"1"	"1"	"19/5/2020 02:16:05"
"322"	"27500"	"1"	"1"	"19/5/2020 02:16:20"
"323"	"27500"	"1"	"1"	"19/5/2020 02:16:36"
"324"	"27500"	"1"	"1"	"19/5/2020 02:16:52"
"325"	"27500"	"1"	"1"	"19/5/2020 02:17:08"
"326"	"27500"	"1"	"1"	"19/5/2020 02:17:24"
"327"	"27500"	"1"	"1"	"19/5/2020 02:17:40"
"328"	"27500"	"1"	"1"	"19/5/2020 02:17:56"
"329"	"27500"	"1"	"1"	"19/5/2020 02:18:12"
"330"	"27500"	"1"	"1"	"19/5/2020 02:18:28"
"331"	"27500"	"1"	"1"	"19/5/2020 02:18:43"
"332"	"27500"	"1"	"1"	"19/5/2020 02:18:59"
"333"	"27500"	"1"	"1"	"19/5/2020 02:19:15"
"334"	"27500"	"1"	"1"	"19/5/2020 02:19:32"
"335"	"27500"	"1"	"1"	"19/5/2020 02:19:47"
"336"	"27500"	"1"	"1"	"19/5/2020 02:20:03"
"337"	"27562"	"1"	"1"	"19/5/2020 02:20:19"
"338"	"27500"	"1"	"1"	"19/5/2020 02:20:36"
"339"	"27562"	"1"	"1"	"19/5/2020 02:20:51"
"340"	"27562"	"1"	"1"	"19/5/2020 02:21:07"
"341"	"27562"	"1"	"1"	"19/5/2020 02:21:22"
"342"	"27562"	"1"	"1"	"19/5/2020 02:21:38"
"343"	"27562"	"1"	"1"	"19/5/2020 02:21:55"
"344"	"27625"	"1"	"1"	"19/5/2020 02:22:11"
"345"	"27625"	"1"	"1"	"19/5/2020 02:22:26"
"346"	"27625"	"1"	"1"	"19/5/2020 02:22:42"
"347"	"27687"	"1"	"1"	"19/5/2020 02:22:59"
"348"	"27687"	"1"	"1"	"19/5/2020 02:23:14"
"349"	"27625"	"1"	"1"	"19/5/2020 02:23:30"
"350"	"27687"	"1"	"1"	"19/5/2020 02:23:46"
"351"	"27687"	"1"	"1"	"19/5/2020 02:24:02"
"352"	"27687"	"1"	"1"	"19/5/2020 02:24:18"
"353"	"27750"	"1"	"1"	"19/5/2020 02:24:35"
"354"	"27750"	"1"	"1"	"19/5/2020 02:24:50"
"355"	"27750"	"1"	"1"	"19/5/2020 02:25:05"
"356"	"27750"	"1"	"1"	"19/5/2020 02:25:23"
"357"	"27812"	"1"	"1"	"19/5/2020 02:25:37"
"358"	"27812"	"1"	"1"	"19/5/2020 02:25:53"
"359"	"27812"	"1"	"1"	"19/5/2020 02:26:09"
"360"	"27812"	"1"	"1"	"19/5/2020 02:26:25"
"361"	"27812"	"1"	"1"	"19/5/2020 02:26:41"
"362"	"27812"	"1"	"1"	"19/5/2020 02:26:58"
"363"	"27750"	"1"	"1"	"19/5/2020 02:27:15"
"364"	"27812"	"1"	"1"	"19/5/2020 02:27:29"
"365"	"27812"	"1"	"1"	"19/5/2020 02:27:46"
"366"	"27812"	"1"	"1"	"19/5/2020 02:28:02"
"367"	"27812"	"1"	"1"	"19/5/2020 02:28:17"
"368"	"27812"	"1"	"1"	"19/5/2020 02:28:34"
"369"	"27812"	"1"	"1"	"19/5/2020 02:28:48"
"370"	"27750"	"1"	"1"	"19/5/2020 02:29:05"
"371"	"27812"	"1"	"1"	"19/5/2020 02:29:21"
"372"	"27750"	"1"	"1"	"19/5/2020 02:29:37"
"373"	"27812"	"1"	"1"	"19/5/2020 02:29:52"
"374"	"27812"	"1"	"1"	"19/5/2020 02:30:10"
"375"	"27750"	"1"	"1"	"19/5/2020 02:30:25"
"376"	"27812"	"1"	"1"	"19/5/2020 02:30:41"
"377"	"27750"	"1"	"1"	"19/5/2020 02:30:56"
"378"	"27750"	"1"	"1"	"19/5/2020 02:31:12"
"379"	"27750"	"1"	"1"	"19/5/2020 02:31:28"
"380"	"27750"	"1"	"1"	"19/5/2020 02:31:44"
"381"	"27750"	"1"	"1"	"19/5/2020 02:32:03"
"382"	"27750"	"1"	"1"	"19/5/2020 02:32:15"
"383"	"27750"	"1"	"1"	"19/5/2020 02:32:35"
"384"	"27750"	"1"	"1"	"19/5/2020 02:32:48"
"385"	"27750"	"1"	"1"	"19/5/2020 02:33:04"
"386"	"27750"	"1"	"1"	"19/5/2020 02:33:19"
"387"	"27750"	"1"	"1"	"19/5/2020 02:33:38"
"388"	"27750"	"1"	"1"	"19/5/2020 02:33:52"
"389"	"27750"	"1"	"1"	"19/5/2020 02:34:08"
"390"	"27750"	"1"	"1"	"19/5/2020 02:34:23"
"391"	"27750"	"1"	"1"	"19/5/2020 02:34:39"
"392"	"27750"	"1"	"1"	"19/5/2020 02:34:56"
"393"	"27750"	"1"	"1"	"19/5/2020 02:35:11"
"394"	"27750"	"1"	"1"	"19/5/2020 02:35:27"
"395"	"27750"	"1"	"1"	"19/5/2020 02:35:43"
"396"	"27750"	"1"	"1"	"19/5/2020 02:35:59"
"397"	"27750"	"1"	"1"	"19/5/2020 02:36:14"
"398"	"27750"	"1"	"1"	"19/5/2020 02:36:30"
"399"	"27750"	"1"	"1"	"19/5/2020 02:36:46"
"400"	"27750"	"1"	"1"	"19/5/2020 02:37:35"
"401"	"27750"	"1"	"1"	"19/5/2020 02:37:53"
"402"	"27750"	"1"	"1"	"19/5/2020 02:38:06"
"403"	"27750"	"1"	"1"	"19/5/2020 02:38:22"
"404"	"27750"	"1"	"1"	"19/5/2020 02:38:37"
"405"	"27750"	"1"	"1"	"19/5/2020 02:38:53"
"406"	"27750"	"1"	"1"	"19/5/2020 02:39:10"
"407"	"27750"	"1"	"1"	"19/5/2020 02:39:25"
"408"	"27750"	"1"	"1"	"19/5/2020 02:39:44"
"409"	"27750"	"1"	"1"	"19/5/2020 02:39:59"
"410"	"27750"	"1"	"1"	"19/5/2020 02:40:15"
"411"	"27750"	"1"	"1"	"19/5/2020 02:40:29"
"412"	"27750"	"1"	"1"	"19/5/2020 02:40:45"
"413"	"27750"	"1"	"1"	"19/5/2020 02:41:03"
"414"	"27750"	"1"	"1"	"19/5/2020 02:41:20"
"415"	"27750"	"1"	"1"	"19/5/2020 02:41:33"
"416"	"27750"	"1"	"1"	"19/5/2020 02:41:49"
"417"	"27750"	"1"	"1"	"19/5/2020 02:42:06"
"418"	"27750"	"1"	"1"	"19/5/2020 02:42:22"
"419"	"27750"	"1"	"1"	"19/5/2020 02:42:37"
"420"	"27687"	"1"	"1"	"19/5/2020 02:42:52"
"421"	"27687"	"1"	"1"	"19/5/2020 02:43:08"
"422"	"27687"	"1"	"1"	"19/5/2020 02:43:24"
"423"	"27687"	"1"	"1"	"19/5/2020 02:43:40"
"424"	"27687"	"1"	"1"	"19/5/2020 02:43:57"
"425"	"27687"	"1"	"1"	"19/5/2020 02:44:12"
"426"	"27687"	"1"	"1"	"19/5/2020 02:44:28"
"427"	"27687"	"1"	"1"	"19/5/2020 02:44:44"
"428"	"27687"	"1"	"1"	"19/5/2020 02:45:00"
"429"	"27687"	"1"	"1"	"19/5/2020 02:45:15"
"430"	"27687"	"1"	"1"	"19/5/2020 02:45:32"
"431"	"27687"	"1"	"1"	"19/5/2020 02:45:48"
"432"	"27750"	"1"	"1"	"19/5/2020 02:46:04"
"433"	"27750"	"1"	"1"	"19/5/2020 02:46:19"
"434"	"27750"	"1"	"1"	"19/5/2020 02:46:36"
"435"	"27750"	"1"	"1"	"19/5/2020 02:46:51"
